"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1982-Q2","T2-1982",22.187302,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1982-Q1","T1-1982",23.830895,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1982-Q4","T4-1982",23.853929,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1982-Q3","T3-1982",21.785114,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1983","1983",26.554235,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1983-Q1","T1-1983",24.994778,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1983-Q2","T2-1983",26.558212,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1983-Q4","T4-1983",28.939212,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1983-Q3","T3-1983",25.609496,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1984","1984",28.649569,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1984-Q2","T2-1984",28.603549,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1984-Q1","T1-1984",30.198171,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1984-Q4","T4-1984",28.738723,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1984-Q3","T3-1984",27.001162,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1985","1985",29.329631,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1985-Q1","T1-1985",29.991719,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1985-Q2","T2-1985",28.502159,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1985-Q4","T4-1985",30.099725,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1985-Q3","T3-1985",28.703998,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1986","1986",28.007245,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1986-Q2","T2-1986",28.231087,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1986-Q1","T1-1986",29.734634,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1986-Q4","T4-1986",29.186205,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1986-Q3","T3-1986",24.714825,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1987","1987",27.592211,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1987-Q1","T1-1987",28.387267,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1987-Q2","T2-1987",28.030614,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1987-Q4","T4-1987",27.616269,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1987-Q3","T3-1987",26.31583,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1988","1988",23.336093,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1988-Q2","T2-1988",23.895427,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1988-Q1","T1-1988",25.489725,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1988-Q4","T4-1988",22.707062,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1988-Q3","T3-1988",21.154312,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1989","1989",19.751672,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1989-Q1","T1-1989",20.216305,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1989-Q2","T2-1989",20.121386,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1989-Q4","T4-1989",19.697046,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1989-Q3","T3-1989",18.967675,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1990","1990",17.685718,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1990-Q2","T2-1990",18.166769,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1990-Q1","T1-1990",18.346709,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1990-Q4","T4-1990",17.85863,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1990-Q3","T3-1990",16.359555,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1991","1991",17.306549,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1991-Q1","T1-1991",16.736178,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1991-Q2","T2-1991",17.922428,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1991-Q4","T4-1991",18.307561,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1991-Q3","T3-1991",16.232476,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1992","1992",18.834872,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1992-Q2","T2-1992",20.108868,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1992-Q1","T1-1992",19.38932,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1992-Q4","T4-1992",16.817806,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1992-Q3","T3-1992",19.048694,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1993","1993",20.908596,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1993-Q1","T1-1993",19.345527,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1993-Q2","T2-1993",21.807884,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1993-Q4","T4-1993",22.573112,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1993-Q3","T3-1993",19.985066,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1994","1994",22.818159,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1994-Q2","T2-1994",22.164172,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1994-Q1","T1-1994",23.644754,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1994-Q4","T4-1994",23.875069,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1994-Q3","T3-1994",21.607964,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1995","1995",22.40326,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1995-Q1","T1-1995",23.756183,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1995-Q2","T2-1995",21.202082,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1995-Q4","T4-1995",23.049065,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1995-Q3","T3-1995",21.700539,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1996","1996",22.038207,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1996-Q2","T2-1996",22.378173,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1996-Q1","T1-1996",20.786902,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1996-Q4","T4-1996",23.183915,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1996-Q3","T3-1996",21.826533,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1997","1997",21.13334,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1997-Q1","T1-1997",21.670891,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1997-Q2","T2-1997",23.094601,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1997-Q4","T4-1997",19.281919,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1997-Q3","T3-1997",20.330012,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1998","1998",19.653972,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1998-Q2","T2-1998",22.154957,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1998-Q1","T1-1998",19.487711,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1998-Q4","T4-1998",19.210211,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1998-Q3","T3-1998",17.705407,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1999","1999",16.901913,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1999-Q1","T1-1999",18.776252,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1999-Q2","T2-1999",17.45282,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1999-Q4","T4-1999",16.758969,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","1999-Q3","T3-1999",14.561076,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2000","2000",14.608088,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2000-Q2","T2-2000",16.527014,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2000-Q1","T1-2000",14.547298,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2000-Q4","T4-2000",12.379881,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2000-Q3","T3-2000",14.902131,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2001","2001",10.716239,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2001-Q1","T1-2001",10.61823,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2001-Q2","T2-2001",12.281392,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2001-Q4","T4-2001",9.44788,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2001-Q3","T3-2001",10.46386,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2002","2002",10.976134,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2002-Q2","T2-2002",13.038482,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2002-Q1","T1-2002",8.804646,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2002-Q4","T4-2002",11.564333,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2002-Q3","T3-2002",10.459795,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2003","2003",12.099767,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2003-Q1","T1-2003",10.403456,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2003-Q2","T2-2003",12.871088,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2003-Q4","T4-2003",13.165195,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2003-Q3","T3-2003",11.913655,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004","2004",14.001999,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q2","T2-2004",13.213507,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q1","T1-2004",12.452299,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q4","T4-2004",14.864047,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2004-Q3","T3-2004",15.444531,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005","2005",14.756511,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q1","T1-2005",13.698731,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q2","T2-2005",13.051594,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q4","T4-2005",18.202103,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2005-Q3","T3-2005",14.047315,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006","2006",13.559717,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q2","T2-2006",11.232821,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q1","T1-2006",14.720356,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q4","T4-2006",16.505111,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2006-Q3","T3-2006",11.694153,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007","2007",13.839824,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q1","T1-2007",14.373887,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q2","T2-2007",11.441091,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q4","T4-2007",16.229246,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2007-Q3","T3-2007",13.331159,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008","2008",13.831851,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q2","T2-2008",12.225239,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q1","T1-2008",11.504882,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q4","T4-2008",17.81268,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2008-Q3","T3-2008",13.823489,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009","2009",20.074821,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q1","T1-2009",20.174106,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q2","T2-2009",17.525329,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q4","T4-2009",24.044277,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2009-Q3","T3-2009",18.291239,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010","2010",21.988566,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q2","T2-2010",21.843076,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q1","T1-2010",24.213882,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q4","T4-2010",22.409446,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2010-Q3","T3-2010",19.200864,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011","2011",22.41898,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q1","T1-2011",24.115454,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q2","T2-2011",21.071722,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q4","T4-2011",23.522285,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2011-Q3","T3-2011",20.635001,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012","2012",28.387699,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q2","T2-2012",26.865953,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q1","T1-2012",27.609198,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q4","T4-2012",31.429956,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2012-Q3","T3-2012",27.691826,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013","2013",34.261348,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q1","T1-2013",37.213798,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q2","T2-2013",29.253445,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q4","T4-2013",38.64543,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2013-Q3","T3-2013",31.505554,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014","2014",35.470801,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q2","T2-2014",33.446968,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q1","T1-2014",37.226526,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q4","T4-2014",39.691274,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2014-Q3","T3-2014",31.491067,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015","2015",34.054051,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q1","T1-2015",38.853977,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q2","T2-2015",32.633844,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q4","T4-2015",34.215755,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2015-Q3","T3-2015",30.450601,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016","2016",32.129518,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q2","T2-2016",29.085644,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q1","T1-2016",35.289394,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q4","T4-2016",35.519718,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2016-Q3","T3-2016",28.554195,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017","2017",26.599619,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q1","T1-2017",27.463397,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q2","T2-2017",26.646872,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q4","T4-2017",27.194736,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2017-Q3","T3-2017",25.103404,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018","2018",24.516737,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q2","T2-2018",22.707386,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q1","T1-2018",22.935675,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q4","T4-2018",27.256753,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2018-Q3","T3-2018",25.22869,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019","2019",20.922825,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",23.453544,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",18.34012,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",22.812171,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",19.088287,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020","2020",21.591684,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",16.320073,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",20.788257,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",25.217182,,
"ITC","Nord-ovest","UNEM_R","tasso di disoccupazione","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",23.577442,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1977","1977",13.771363,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1977-Q1","T1-1977",12.919605,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1977-Q2","T2-1977",15.065087,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1977-Q4","T4-1977",13.828383,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1977-Q3","T3-1977",13.257595,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1978","1978",15.168609,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1978-Q2","T2-1978",16.2457,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1978-Q1","T1-1978",14.46347,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1978-Q4","T4-1978",15.521197,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1978-Q3","T3-1978",14.43305,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1979","1979",15.564774,,
"ITD","Nord-est","UNEM_R","tasso di disoccupazione","1","maschi","Y15-24","15-24 anni","1979-Q1","T1-1979",15.226073,,
